商家名,商圈,类型,评分,城市,人均价格
遇见川芙蓉,南京东路,川菜馆,8.366666666666667,上海,49
青花椒砂锅鱼,漕河泾/田林,酸菜鱼/水煮鱼,9.066666666666668,上海,94
疯魔鱼蛙,九亭,酸菜鱼/水煮鱼,8.066666666666666,上海,88
张氏宽窄巷成都菜,南翔,川菜馆,7.8999999999999995,上海,74
四方三川 by Mercedes me,外滩,川菜馆,8.966666666666667,上海,371
俏江南时尚京剧餐厅,静安寺,川菜馆,8.233333333333333,上海,234
穆芙蓉,碧云社区,川菜馆,8.5,上海,166
溪雨观·精致手工酸菜鱼,康桥/周浦,酸菜鱼/水煮鱼,8.666666666666666,上海,84
鱼觉纸包鱼,莲花路/南方商城,烤鱼,8.766666666666667,上海,91
龙门阵茶屋川菜馆,衡山路/复兴西路,川菜馆,7.8,上海,157
九老汉•川渝江湖菜,虹桥镇,川菜馆,8.4,上海,71
有家酸菜鱼,曲阳地区,酸菜鱼/水煮鱼,8.333333333333334,上海,71
老街超破的店•破de小酒馆,梅川路,川菜馆,7.666666666666667,上海,104
瓦晒川菜,南京西路,川菜馆,8.766666666666667,上海,90
成色·川菜,老闵行,川菜馆,8.833333333333334,上海,87
蜀里成都名小吃,静安寺,川菜馆,8.5,上海,53
冰火名家,打浦桥/田子坊,烤鱼,8.6,上海,95
百岁我家·酸菜鱼专门店,梅川路,酸菜鱼/水煮鱼,8.833333333333332,上海,92
合興發茶冰室,人民广场/南京路,茶餐厅,8.200000000000001,上海,97
東發道茶冰廳,人民广场/南京路,茶餐厅,8.366666666666667,上海,95
细记港九大牌档,音乐学院/五官科医院,粤菜馆,8.933333333333334,上海,150
蘩楼,徐家汇,粤菜馆,8.566666666666668,上海,109
富百麗冰室,南京东路,茶餐厅,8.433333333333334,上海,85
香江姳苑,人民广场,茶餐厅,8.566666666666666,上海,64
敏华冰厅,打浦桥/田子坊,茶餐厅,8.366666666666667,上海,70
添好运,静安寺,粤式茶点,7.433333333333334,上海,101
四眼仔车仔面,人民广场/南京路,茶餐厅,7.733333333333333,上海,58
陶陶居酒家,淮海路/陕西南路,粤菜馆,8.333333333333334,上海,163
喜粤8号,南京东路,粤菜馆,9.066666666666668,上海,212
點都德,世纪大道,粤式茶点,8.733333333333334,上海,114
何洪记,南京西路,粤菜馆,8.433333333333334,上海,118
潮堂,南京西路,潮汕菜,9.066666666666668,上海,154
香港池仔记肠粉王,音乐学院/五官科医院,粤菜馆,7.933333333333334,上海,60
囍帖街茶冰室,静安寺,茶餐厅,8.1,上海,87
丰圆轩粤式茶楼,大宁地区,粤菜馆,8.966666666666667,上海,125
肥仔文澳门猪骨煲,南京西路,顺德菜,8.066666666666666,上海,130
洋老土顺德粤菜,静安寺,粤菜馆,8.366666666666667,上海,130
