商家名,商圈,类型,评分,城市,人均价格
锦鳞,应天大街/文体路,粤菜馆,7.233333333333333,南京,753
郑十八佛跳墙·鲍汁捞饭,紫金山/中山陵,燕翅鲍,8.6,南京,54
景园茶楼,建邺区,粤菜馆,7.733333333333333,南京,351
富记香港烧腊,新街口地区,烧腊,8.200000000000001,南京,34
舟尚宴,砂之船奥莱,潮汕菜,6.833333333333333,南京,65
鸿鼎汇,新街口地区,粤菜馆,7.8999999999999995,南京,214
徐有财港式烧腊,百家湖,茶餐厅,7.633333333333333,南京,28
怡华天厨,山西路/湖南路,粤菜馆,7.433333333333334,南京,236
璞食生态餐厅,国际博览中心/元通,粤式茶点,7.3,南京,0
喜粤轩,奥体中心,粤菜馆,8.266666666666666,南京,110
富润钟山中餐厅,紫金山/孝陵卫,粤菜馆,7.666666666666667,南京,272
悦涧餐厅,紫金山/孝陵卫,广州菜,7.933333333333334,南京,177
雍福苑,紫荆广场/宜家,粤菜馆,7.8999999999999995,南京,180
富贵茶餐厅,南京国际博览中心/元通,茶餐厅,7.733333333333333,南京,46
南京东骏海鲜酒家,瑞金路沿线,粤菜馆,7.566666666666666,南京,237
山地•四季荟,南大/南师大,粤菜馆,7.666666666666667,南京,159
鹊宴,安德门/小行,燕翅鲍,8.200000000000001,南京,222
新杂志咖啡,南京南站/明发,茶餐厅,7.266666666666667,南京,66
金杏仁餐厅,紫金山/中山陵,粤菜馆,7.3999999999999995,南京,0
峯粤吉,苜蓿园,烧腊,7.533333333333334,南京,70
许爷剁椒鱼头,应天大街/文体路,湘菜,8.466666666666667,南京,116
桃花源记•春风,奥体中心,湘菜,8.966666666666667,南京,80
江东公社•酱椒鱼头,莫愁湖/水西门,湘菜,7.066666666666666,南京,62
井水小厨,南京南站/明发,湘菜,8.166666666666666,南京,85
望湘园湖南菜,应天大街/文体路,湘菜,8.9,南京,96
湖南老家,秦虹村/中华门,湘菜,8.566666666666666,南京,81
渔人歌,新街口地区,湘菜,8.766666666666667,南京,27
望湘园·小雅,新街口地区,湘菜,8.933333333333332,南京,115
宁湘汇老长沙精菜馆,升州路/集庆路,湘菜,8.1,南京,93
蛙来哒,仙林大学城,湘菜,8.5,南京,82
蛙小侠,弘阳广场/新一城,湘菜,9.133333333333333,南京,84
江南语·遇见,弘阳广场/印象汇,湘菜,8.6,南京,68
巡湘记,江宁万达,湘菜,8.966666666666667,南京,82
坛湘剁椒鱼头,安德门/小行,湘菜,8.5,南京,88
苏湘门第,南大/南师大,湘菜,8.333333333333334,南京,156
去长沙湘菜,大学城,湘菜,8.366666666666665,南京,84
毛家饭店,新街口地区,湘菜,7.3,南京,71
江南人民公社,新街口地区,湘菜,6.633333333333334,南京,61
御秦上品,三牌楼,湘菜,7.8999999999999995,南京,118
巧湘厨,南京南站/明发,湘菜,7.266666666666667,南京,64
湘南小粉,威尼斯水城,湘菜,8.466666666666667,南京,30
湘里湘亲湘菜馆,天润城/天悦城,湘菜,7.933333333333334,南京,53
坛湘菜园子,瑞金路沿线,湘菜,7.2,南京,0
湘味菜饭,草场门/龙江,湘菜,7.533333333333334,南京,31
集装湘欢乐餐厅,新车站,湘菜,7.733333333333333,南京,70
